,rating_ratingValue,rating_worstRating,rating_bestRating,rating_alternateName,creativeWork_author_name,creativeWork_datePublished,creativeWork_author_sameAs,claimReview_author_name,claimReview_author_url,claimReview_url,claimReview_claimReviewed,claimReview_datePublished,claimReview_source,claimReview_author,extra_body,extra_refered_links,extra_title,extra_tags,extra_entities_claimReview_claimReviewed,extra_entities_body,extra_entities_keywords,extra_entities_author,related_links
39,1,1,5,False,,2021-06-09,,factcheck_afp,,https://factcheck.afp.com/digital-effects-image-misrepresented-online-actual-photo-himalayas-space,Actual photo of the Himalayas taken from the International Space Station,2021-06-03,factcheck_afp,,"Multiple Facebook and Twitter posts have shared an image that they claim shows an actual photograph of the Himalayas shot from the International Space Station. But the claim is false: the image is not an actual photograph and was in fact created using digital effects software.The image was posted June 3, 2021 by an India-based user here in a public Facebook group called ‘Mysterious Facts’. The misleading post’s caption says: “The Himalayas from the International Space Station”. Screenshot of the misleading post taken on June 4, 2021.The same image and claim have been widely shared online, for example on Facebook here, here and here; on Twitter here and here in English, and here in Spanish; and on 9GAG here since 2020.But the claim is false.The image is actually computer-generated and was created by graphic designer Christoph Hormann using digital effects technology. A Google reverse image search found the same image on Hormann’s website where prints of his work are available for purchase.Hormann’s website states he produces “illustrations of geographic contexts in the best possible quality”.The misleading posts have rotated the original image created by Hormann 90 degrees clockwise and cropped out the credits.  Screenshots comparing the original image and the image in the misleading post. Taken June 4, 2021.Further keyword searches found the image was also shared here with the correct caption by Science Photo Library, a stock photography website.Its caption reads in part: “This image was created by Christoph Hormann using data obtained from satellites such as Landsat and SRTM (Shuttle Radar Topography Mission).“The data was processed into computer models using three-dimensional rendering software and then coloured and distorted to mimic the natural curvature of the Earth.”Actual photographs taken from the ISS of the Himalayas and other places on Earth, can be found on NASA’s official website.",,Digital effects image misrepresented online as actual photo of the Himalayas from space,,,,,,
40,5,1,5,False,Multiple persons,2021-07-28,,factcheck_afp,,https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9GJ4QH-3,Passengers protest as ruling PTI ministers cause flight delay in Pakistan,2021-07-23,factcheck_afp,,"A video of angry passengers at an airport has been shared in social media posts that claim they were arguing with ministers from Pakistan's ruling PTI party after their flight was ""delayed for four hours"" to wait for them. The claim is false; the video has circulated online in reports about passengers blaming civil aviation officials for a delayed flight in July 2018, shortly before the PTI came to power.""The PIA flight from Islamabad to Skardu was delayed for four hours while waiting for a few ministers of PTI and their families. Watch and listen to what an American-settled family told the minister when he arrived at the airport,"" reads an Urdu-language Facebook post from July 23.PIA refers to Pakistan International Airlines, while PTI refers to Pakistan Tehreek-e-Insaf, the country's ruling party.The video, viewed more than 190,000 times, shows a woman arguing with a group of men in suits at an airport lounge.""You walk over the people who have given you the rank and status, this is shameful,"" she says. ""We have missed our flights due to this delay"". Other passengers chant ""shame, shame"". A screenshot taken on July 26, 2021 of the misleading Facebook post ( AFP)Similar posts were shared here, here and here on Facebook and here, here and here on Twitter.The posts sparked criticism from social media users.""Very disappointed by PTI's governance,"" one person commented.However, the claim is false. This video does not show an altercation between passengers and PTI ministers, but between passengers and the civil aviation officials in 2018.A reverse image search on Google found the same video published on July 19, 2018 here on YouTube, titled: ""PIA Flight delayed from Islamabad to skardu"".Below is a screenshots comparison of the video posted in July 2018 (L) and the video in the recent misleading posts (R): A screenshots comparison of the video posted in July 2018 (L) and the video in the recent misleading posts (R): ( AFP)Pakistani newspaper The Nation also included a similar image in this report on passengers protesting a delayed flight on July 17, 2018 at Skardu airport, alleging that the airline management had sacrificed customers’ rights to favour top Civil Aviation Authority (CAA) officials with a ""joyride"".Below is a screenshot comparison of the video posted in the misleading posts (L) and the image published on The Nation (R): Screenshot comparison of the video posted in the misleading posts (L) and the image published on The Nation (R):Dawn newspaper reported the same incident here on July 18, 2018.At that time, Pakistan was under a caretaker government awaiting elections on July 25, 2018. PTI came to power in August 2018 and had no federal or provincial ministers when the video in the misleading posts started to circulate in July.The swearing-in of Prime Minister Imran Khan, the founder and the Chairman of PTI, was reported by AFP here on August 18, 2018.",,Old video of passengers protesting delayed flight in Pakistan misleads on social media,,,,,,
41,2,1,5,Misleading,Multiple Sources,2021-07-28,,factcheck_afp,,https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9GM4T3-1,Pakistan opposition party supporters in police van during recent elections,2021-07-25,factcheck_afp,,"Facebook and Twitter posts in Pakistan purport to show a photo of supporters of an opposition party travelling in a police vehicle during recent provincial elections in Pakistan-administered Kashmir. The claim is misleading: the image is from 2018 and shows party supporters in the capital Islamabad during national elections that year.The image was posted here on Facebook on July 25, 2021. “It’s Raja Farooq’s government and the police are fully supporting the N-League. The Election Commission in the Kashmir elections is sleeping with its eyes closed,” reads the post’s Urdu-language caption.Raja Farooq Haider Khan is a member of the opposition Pakistan Muslim League Nawaz (PML-N) party and the Prime Minister of Pakistan-administered Kashmir, known locally as Azad Jammu & Kashmir (AJK) province. The image shows people travelling in a police van while waving a PML-N flag. Screenshot of the image with the misleading caption. Taken on July 27, 2021. ( AFP / ) The province -- which follows a separate electoral process from the rest of Pakistan -- held its polls on July 25, which were won by the Pakistan Tehreek-e-Insaaf (PTI) party.Several users appeared to believe the photo was from the recent AJK elections. One wrote in Urdu: “The League supporters will achieve nothing, we’ve visited all of Kashmir. Allah willing, PTI will win” while another wrote in an Urdu transliteration: “In Pakistan, the police supports PTI against the TLP. They supported the N-League here, so what?”The photo was shared with similar claims on Facebook here and here; and on Twitter here, here and here.However, the posts are misleading. The image shows PML-N supporters in the nation’s capital Islamabad during the national elections in 2018.A reverse image search found the same photo posted here in a report by local media outlet Dawn News in 2018. The first paragraph of the report reads: “ISLAMABAD: Taking advantage of police leniency, workers from the PML-N used official police vans to escort former prime minister Shahid Khaqan Abbasi during a campaign rally on Thursday.”Below is a screenshot comparing the image in the misleading posts (L) with the one from Dawn News (R). The word ‘Islamabad’ can also be seen on the license plates in both images and has been circled in red by AFP: Screenshot comparing the photo in the misleading post (L) with the one from Dawn News (R). Taken on July 27, 2021. ( AFP / )",,"This is an old image showing Pakistan's national elections in 2018, not the recent poll in Kashmir",,,,,,
42,1,1,5,False,එක රටක්,2021-07-27,,factcheck_afp,,https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9GE8QL-1,Union leader slams Sri Lankan government for buying Covid-19 vaccines,2021-07-22,factcheck_afp,,"A photo collage has been shared in multiple Facebook posts that claim it shows a news report where a union leader purportedly criticised the government for procuring Covid-19 vaccines instead of paying teachers' salaries. But the claim is false: the photos in the collage have been doctored to add fabricated remarks into an original report that aired before the wide availability of Covid-19 vaccines in the country.The photo collage was shared more than 300 times here on Facebook on July 22, 2021.It shows screenshots of a purported television news interview with Sri Lankan teachers union leader Joseph Stalin.The image at the top features a Sinhala-language news ticker that states: ""There is money to bring the vaccine"".The image at the bottom states: ""but no money to increase salaries of teachers"".Both images feature the logo of local media organisation Hiru TV.The post's caption translates as: ""Typical petty JVP-er"".  Screenshot of the misleading post captured on July 23, 2021 ( Lakna PARANAMANNA)""JVP"" is an acronym for the Janatha Vimukthi Peramuna political opposition party in Sri Lanka.The post circulated online the same day teachers staged a protest in the capital Colombo demanding higher wages.An identical photo collage was also shared alongside a similar claim on Facebook here and here. The claim however is false: the photos in the collage had been doctored.Keyword searches found the photos were taken from this video uploaded on Facebook on June 16, 2020.The video's caption states: ""A silent protest was staged with the participation of trade unions, community organizations today (16) at the Colombo Lipton Circus, expressing objection to the inhumane attack by the government on the protest staged by the Front Line Socialist party.""The protestors called upon the government to halt attempts to curtail freedom of speech, assembly and to protest. A large crowd attended this protest.""The purported remarks made by Stalin about Covid-19 vaccines had been digitally inserted onto the screenshots, along with the Hiru TV logo.Below is a screenshot comparison of the doctored photos (L) and the original news report (R):    The video circulated online months before Sri Lanka began its Covid-19 vaccination program on January 29, 2021 as reported here by the state-run Rupavahini Sinhala News.News telecasts aired noon, evening and late night by Hiru TV on July 22 -- the day the misleading posts started being shared online -- also do not show Stalin criticising the government for procuring Covid-19 vaccines.In response to the misleading posts, Stalin told AFP on July 26: ""I have not said such a thing... I have been lobbying for the teachers and other professionals in the education sector to be vaccinated before local school terms start.""",,Doctored collage falsely claims union leader slammed Sri Lanka's government for buying Covid-19 vaccines,,,,,,
43,1,1,5,False,Multiple sources,2021-07-27,,factcheck_afp,,https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9GF67H-1,Construction of sea link bridge in Mumbai took place under Modi government,2021-07-16,factcheck_afp,,"Politicians from India's ruling Bharatiya Janata Party (BJP) claimed that the country's first ""sea bridge"", the 5.6-kilometre (3.5-mile) Bandra-Worli Sea Link in Mumbai, was built under the rule of Prime Minister Narendra Modi. The claim is false: work on the landmark bridge began a decade before Modi took office, and it was inaugurated in 2009, when the Indian National Congress was in power. ""This is not a US-France London bridge, this is Mumbai's Bandra bridge. Under Modi's leadership, my India is moving forward and defining new ways of development through its actions and resolutions,"" reads a Hindi-language Facebook post published on July 16 by BJP worker Pankaj Awasthi.""Today, my India is setting new records of development under the leadership of respected Prime Minister Narendra Modi. There are thousands of such projects and far-reaching policies, there are thousands of such achievements with Bharatiya Janata Party, which have been attained under the leadership of Modi. We will bring these works and achievements to more and more people and so form the BJP government again!""The Bandra-Worli Sea Link is located in India's financial capital Mumbai, a city controlled by opposition parties. Screenshot of the misleading post taken on July 26, 2021  BJP district ministers Munnaram Suthar and Ghanshyam Kumar also shared the claim, which was picked up by Facebook users, including here and here. However, the claim is false.AFP ran a Google keyword search and found various news reports on the opening of the Bandra-Worli Sea Link, an eight-lane freeway designed to cut the journey time between the eponymous Mumbai suburbs and ease congestion in the Indian financial capital's notoriously choked roads.The landmark bridge was inaugurated on June 30, 2009 by Sonia Gandhi, party chief of the then-ruling Indian National Congress, the Times of India and Hindustan Times reported. The bridge, also known as the Rajiv Gandhi Sea Link, was named after her late husband, who was noted for promoting technology during his time as prime minister. The freeway was first commissioned in 2000 but work was held up until 2004 because of litigation and protests from the local fishing community.In 2000, the BJP's Atal Bihari Vajpayee was prime minister. When work commenced in October 2004, Manmohan Singh from the Indian National Congress (INC) was in power, and still held office when the bridge was officially opened in June 2009.Narendra Modi became prime minister in May 2014.AFP has previously debunked misinformation shared by BJP politicians, including a photo of a garbage-filled river in the Philippines which party members falsely claimed was taken in Mumbai, and misleading posts attributing a string of crises in Delhi to the chief minister.",,BJP politicians falsely claim PM Modi built landmark Mumbai bridge,,,,,,
44,1,1,5,False,Multiple persons,2021-07-27,,factcheck_afp,,https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9GF7PU-1,This photo shows a political rally for Asaduddin Owaisi in India,2021-07-18,factcheck_afp,,"A photo has been shared hundreds of times in multiple social media posts that claim it shows a large rally for an Indian Muslim politician during the pandemic. The claim is false: the photo shows an Islamic procession in Bangladesh in 2019.The image was shared in a Hindi-language tweet posted on July 19.The caption translates to English as: ""Huge crowd of a specific community gathered in UP’s Moradabad in Asaduddin Owaisi’s rally and here we are, entangled over BJP, BSP and SP. You people too should stop being in any delusion and think about your future"".""UP"" refers to India's most populous state, Uttar Pradesh.Asaduddin Owaisi is leader of the All India Majlis-e-Ittehadul Muslimeen (AIMIM) party and member of parliament for Hyderabad in India's southern Telangana state.  A screenshot of the misleading post taken on July 25, 2021The post emerged online after speculation about the AIMIM teaming up with other parties in a bid to defeat the ruling BJP in Uttar Pradesh's upcoming assembly elections in February 2022. The post also misleadingly suggests India's Muslims are permitted to gather for certain political events, while Hindus have been banned from gathering for religious festivals.The photo was posted with a similar claim here, here, and here on Facebook. However, the claim is false.A reverse image search on Google found the photo was published in this Facebook post on November 26, 2019. It was uploaded by photographer Faisal bin Latif in a post about a religious procession in the Bangladeshi city of Chattogram. A photo of the event shared by Faisal bin Latif on 26 November, 2019He also uploaded an album of photos showing the same event on photo-sharing website Flickr.The album's title reads: ""Jashney Julus, Miladunnabi, November 2019.”AFP found a similar video here on a Bengali-language YouTube channel showing a scene that corresponds with the image in the misleading posts.The video's title states that it shows the Miladun Nabi procession in Chattogram in November 2019.Miladun Nabi is an Islamic festival observed by Muslims as Prophet Mohammed’s birthday according to the Islamic calendar.In 2019, the festival was celebrated on November 10 in Bangladesh. Below is a screenshot comparison of the photo in the misleading post (L) and YouTube video's one-minute 17-second mark (R): Comparison of the photo in the misleading post (L) and YouTube videoThe same procession was also reported by Bengali news website Banglanews24.com on November 10, 2019.AFP found a similar structure pictured in the news story (L) with the YouTube video (R): Similarity between the image in the news story (L) with the YouTube video (R) snapshotAFP previously debunked posts sharing the same photo alongside a claim they showed the funeral procession of photojournalist Danish Siddiqui, who was killed while covering fighting between Afghan security forces and the Taliban.",,Bangladesh religious procession image shared in false posts about Indian political rally,,,,,,
45,5,1,5,Altered image,Multiple,2021-07-27,,factcheck_afp,,https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9G82NF-1,Photo shows Aung San Suu Kyi in a prison cell,2021-07-22,factcheck_afp,,"An image purporting to show detained Burmese leader Aung San Suu Kyi in a prison cell has been shared tens of thousands of times on Facebook. The claim is false; the image, originally published on online library Wikimedia Commons in 2013, has been doctored to add Suu Kyi’s face.The image was shared here on Facebook on July 22, 2021 which has been shared more than 17,000 times. The post’s caption in Bengali reads: ""No one's power lasts forever.""The image appears to show Myanmar's detained leader Aung San Suu Kyi dressed in orange overalls and looking out from a prison cell.Aung San Suu Kyi is the leader of the National League for Democracy (NLD) party which claimed an overwhelming victory in the second parliamentary election in November 2020, only to be ousted by the Myanmar junta in a coup on February 1, 2021.Suu Kyi, along with senior party leaders, was detained instantly by the military. She is now facing a series of charges against her including corruption and violating the State Secrets Act, AFP reported here.The image was also shared here and here on Facebook.However, the image has been doctored from a photo created in 2013 which does not feature Suu Kyi.A reverse image search found the original photo was published here on Wikimedia Commons, dated back to July 12, 2013 with photo credit to Officer Bimblebury.The photo caption reads: ""A female prisoner living inside her tiny prison cell. The cell provides the inmate with a toilet and a bed, as well as bars to protect her from the outside elements. The cell is designed for the comfort and benefit of the prisoner as well as the public."" Wikimedia Commons is a project of Wikimedia Foundation which provides free-use images, sounds and other media.Below is a screenshot of the image in the misleading Facebook post (L) and the original photo on Wikimedia Commons (R):  ( Qadaruddin SHISHIR)Metadata information of the original photo on digital verification tool InVID-WeVerify also shows the image was last modified on July 12, 2013. A screenshot of the metadata information of the original photo on InVID-WeVerify, taken on July 26, 2021.",,Doctored photo does not show Aung San Suu Kyi in a prison cell,,,,,,
46,1,1,5,False,Multiple resources,2021-07-27,,factcheck_afp,,https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9GB8VH-5,"Video of demonstration in Cuba, 2021",2021-07-19,factcheck_afp,,"Social media posts from around the world have shared footage of what they claim shows anti-government protests in Cuba. The claim is false: the video actually shows an anti-government protest in Haiti in 2019.""Cuba today,"" reads a traditional Chinese-language tweet posted on July 17. The video has been viewed more than 60,000 times. Screenshot taken on July 26, 2021, of the misleading Twitter post ( AFP)Thousands of Cubans joined rare anti-government protests on July 11, as the country faced its toughest phase yet of the coronavirus epidemic.The footage has been shared in various languages alongside similar claims, including Chinese, Spanish, Portuguese and Romanian.The claim is false.A reverse image search of keyframes from the footage, using the InVid-WeVerify tool, found the same video posted in this tweet from Russian media outlet Redfish.It states the footage shows protesters in Haiti on October 13, 2019. Tens of thousands of protesters have taken to the streets of Haiti against the government and the IMF. pic.twitter.com/X7hPiJ6QYc — redfish (@redfishstream) October 14, 2019 An advanced Twitter search found the same video posted on the same day here, here and here in tweets about protests in Haiti.The video was also tweeted by journalist Sandra Lemaire from Voice of America (VOA) on October 13, 2019.She credited the footage to VOA Haiti correspondent Alexandre Joram, VOA correspondent.A search of VOA's Instagram page in Haiti, VOA Kreyòl, found the same sequence published on October 13, 2019.The post says the video shows a ""Haitian artists"" march and credits the footage to Alexandre Joran.                  View this post on Instagram                                        A post shared by VOA Creole (@voakreyol)  Thousands of Haitians marched on October 13, 2019 to demand the resignation of demonstration then-president Jovenel Moise.Anti-government demonstrations paralysed daily life across much of Haiti from September to December 2019, with anger at Moise -- whose victory in the November 2016 election was rejected by the opposition -- boiling over due to a national fuel shortage.Moise's assassination on July 7, 2021 plunged the impoverished Caribbean nation in crisis. AFP debunked various false reports about the incident here and here.",,This video shows demonstrators in Haiti in 2019 -- not Cuba in 2021,,,,,,
47,1,1,5,False,Hal Turner Radio Show,2021-07-27,,factcheck_afp,,https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9GJ3LG-1,French president's entire security force resigned,2021-07-24,factcheck_afp,,"A French member of parliament and an American radio host claimed that Emmanuel Macron's entire security detail resigned to protest the French president's initiative imposing health passes to participate in many aspects of public life. This is false; the Republican Guard did not resign, and it is tasked with presidential palace security, not his direct physical safety.""Protective Detail of France President ALL Resign over COVID Restrictions; will no longer protect President Macron,"" reads the headline of a July 24, 2021 article on the website of the Hal Turner Radio Show, a conspiracy-oriented program AFP has fact-checked before. Below the headline, a photo shows members of the Garde Républicaine, or Republican Guard, an elite French army corps tasked with special missions. Screenshot of an online article taken on July 26, 2021""The Republican Guard, a security detail established to protect the President of France, have ALL resigned, and will no longer protect President Macron!"" the article says of the 2,800-strong force.The Covid-19 restrictions mentioned in the headline refer to a decree by Macron that required proof of Covid-19 vaccination or a negative test to be able to attend events or enter places with more than 50 people. The ""health pass"" will be extended to restaurants, cafes and shopping centers in August. This was formalized into law by the country's parliament on July 25, 2021, despite widespread protests against it.However, the Republican Guard did not resign in relation to this law, and is not tasked with the French president's immediate physical safety.The unit responsible for direct personal protection of the French head of state is the Groupe de sécurité de la présidence de la République, whose members hail from both the police and the Gendarmerie.The Republican Guard is a French army unit tasked with ""public safety missions and protocol representation,"" according to its official webpage. Its members are not in charge of the direct safety of the French president like the US Secret Service, but they indirectly play this role by ensuring the security of the Elysee Palace, where the president lives. A spokesperson for the Gendarmerie told AFP on July 26, 2021 that the Republican Guard ""is still"" performing its palace duties. The Gendarmerie is a branch of the French army tasked with law enforcement roles, to which the Republican Guard answers. On social media, neither the Garde Républicaine nor the Gendarmerie, nor any French media, mentioned a mass resignation of the force's members.The false claims regarding the Republican Guard began when Martine Wonner, an independent member of parliament in France, claimed in a video that the force no longer wished to protect Macron.Wonner is a Covid-skeptic who was part of the government's party before she was ousted due to her controversial stances.She also faced calls from her opposition party to quit that group after she urged people to lay siege to MPs who approved the health pass.Before the vaccine passport law can be applied, it must be approved by France's highest administrative authority, the Constitutional Council, which will vote on it on August 5.",,French president's security detail did not resign over Covid-19 bill,,,,,,
48,1,1,5,False,Various sources,2021-07-26,,factcheck_afp,,https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9FP6FY-3,Chinese President Xi Jinping asks for Indonesian's Kalimantan island as 'debt collateral',2021-07-15,factcheck_afp,,"A video of Chinese President Xi Jinping giving a speech has been viewed hundreds of thousands of times on TikTok, Facebook and YouTube, with a claim that it shows Xi is demanding Indonesia's Kalimantan region as a ""debt collateral"". The claim is false: the Indonesian subtitles in the video do not match Xi’s actual speech. The video in fact shows Xi speaking at the Indonesian parliament in 2013; the Chinese leader did not mention about Kalimantan nor any debt collateral in his speech. The video was posted on TikTok here on July 15, 2021, and has been viewed more than 8,000 times.The video shows Chinese President Xi Jinping giving a speech in Mandarin, with Indonesian-language subtitles that read: ""In this visit, I want to ask President Jokowi Dodo to pay his country's debt to China"",  referring to Indonesian President Joko Widodo, popularly known as Jokowi.The subtitles then read: ""In an agreed timeline in the memorandum of agreement that we have made together in the investment contract ""China to Indonesia in Jokowi Dodo's victory in the last election and infrastructure building capital. If not, then we in the name of the Chinese government's authority will seize Kalimantan island as the debt collateral to the Chinese government. We will not hesitate to use force in this matter!!!""The post's caption and the superimposed text on the clip read: ""Hoax or fact??? China wants to take over Kalimantan island as Indonesia's debt collateral.""  Screenshot of the misleading post, taken on July 19, 2021Kalimantan refers to the Indonesian-controlled parts of Borneo island; the rest of the island belong to Malaysia and Brunei Darussalam. China is the second biggest foreign investor in Indonesia. Indonesia's debt to China stands at around $21.47 billion, according to the latest data published by Bank Indonesia, the Indonesian central bank, and the Indonesian Ministry of Finance, making China the fourth largest holder of Indonesia's foreign debts. The clip has been viewed more than 208,000 times after it appeared with a similar claim on YouTube here, here and here; and on Facebook here, here and here.However, the claim is false.A keyword search on Google found the original video of Xi's speech was posted here on the YouTube channel of China's state broadcaster CGTN on October 3, 2013, titled ""President Xi Jinping delivers speech at Indonesia parliament."" The news anchor in the video said in the first few seconds of the broadcast: ""This, of course, is a historic moment for diplomacy between Jakarta and Beijing because Xi Jinping becomes the first-ever foreign leader — not just the first Chinese leader, but the first-ever foreign leader to address politicians inside the Indonesian parliament"".The misleading video corresponds to the CGTN video from the 21:44 mark, where Xi says: ""President Susilo and I have jointly announced our decision to upgrade our bilateral relations to a comprehensive strategic partnership, with a view to building on past achievements and bringing about all-round and in-depth growth of our relationship.""President Susilo Bambang Yudhoyono was in office from 2004 to 2014. He was succeeded by Jokowi, who was sworn in on October 20, 2014. The subtitles in the misleading video do not match Xi's actual speech.The full transcript of Xi's speech, published by China Daily, the state-owned English newspaper, here, shows he did not mention any debt collateral nor Kalimantan.Below are screenshot comparisons between the misleading clip (L) and the CGTN video (R): Screenshot comparisons of the clip in the misleading post (L) and the CGTN video (R)Xi's speech to the Indonesian's parliament in 2013 was also reported by Indonesian media outlets, such as Kompas and Detik.com.",,This video does not show Chinese president demanding Indonesia's island as 'debt collateral',,,,,,
49,1,1,5,False,juanli324,2021-07-26,,factcheck_afp,,https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9FH4XQ-1,"Cuban President announced his resignation on July 17, 2021.",2021-07-18,factcheck_afp,,"After thousands of Cubans marched in anti-government protests, Chinese-language social media posts claimed that President Miguel Diaz-Canel announced he would resign in a televised broadcast on July 17. The claim is false: Diaz-Canel criticised what he said was a ""false narrative"" of the unrest, but did not say he would step down. As of July 26, 2021, he was still serving as Cuba's president. ""This morning (July 17) Havana Time, the Community Party of Cuban's president and first secretary Miguel Diaz-Canel announced in a televised broadcast: Resigned from public office and party leadership,"" reads a traditional Chinese-language tweet posted on July 18.""Full launch of political deepening and economic reforms, new foreign relations policy, free elections in the country, and participation of the Cuban Communist Party in the election of congressmen as a political party. This means Cuba has been released from its one-party dictatorship."" A screenshot, taken on July 21, 2021, of the misleading post. ( AFP)In mid-July 2021, thousands of Cubans joined anti-government protests in 40 cities. AFP reported on the unrest here.A similar claim was shared on Facebook here and here and on Twitter here and here.The claim is, however, false. A keyword search on Google found a transcript of Diaz-Canel's speech on July 17.It was published here on the president's official site.  A screenshot, taken on July 26, 2021, of the Cuba President's speech transcript. ( AFP)At the rally, he decried what he said was the dissemination of ""false images"" on social networks that ""glorify the outrage and destruction of property."" ""What the world is seeing of Cuba is a lie,"" he saidDiaz-Canel did not announce he would resign from office. As of July 26, he remained in power. AFP found no credible news reports about his purported resignation.",,Cuban president did not 'announce resignation' immediately after anti-government protests,,,,,,
50,1,1,5,Altered Image,Multiple sources,2021-07-26,,factcheck_afp,,https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9FP4T6-1,Aam Admi Party billboard says,2021-07-12,factcheck_afp,,"An image of a billboard advert from an Indian opposition party that purports to include a pro-Muslim message has been shared repeatedly in multiple Facebook posts. The image, however, has been doctored from a photo of a billboard that displayed a different message. The misleading image was shared here in a Facebook group with more than 250,000 followers.It purports to show a billboard advertisement from India's opposition Aam Aadmi Party (AAP).The advert appears to read: ""Gujarat will read Namaz. Quit useless traditions like Bhagwat Gita week and Satyanarayan Katha."" Screenshot of post with morphed image taken on July 23, 2021.Namaz is a form of prayer performed by the Muslim community.The Bhagavad Gita and the Satyanarayan Katha are Hindu religious texts. The post's Hindi-language caption translates to English as: ""Watch the disgusting election campaign of the Aam Aadmi Party in Gujarat... The board reads in Gujarati, - 'Gujarat will read Namaz. Quit unnecessary tendencies like Bhagavad Gita Week and Satyanarayan Katha.' ""The post circulated online as the AAP prepared for the 2022 state legislative assembly elections in Gujarat. The build-up to the elections was reported by Indian newspaper The Hindu here.India's ruling party Bharatiya Janata Party (BJP) has maintained a stronghold over the state since 1995.The post was also shared on Facebook by several other accounts, for example here, here, here and here. However, the image of the billboard has been manipulated.The original image was published here and here on the official Twitter accounts of the AAP in Gujarat. Below is a comparison of the manipulated image in the Facebook posts (L) and the image of the billboard posted by the AAP (R):  On the original billboard, the text reads: ""Now Gujarat will change"".In the manipulated image, this was replaced with: ""Gujarat will read Namaz.""Text was added to the manipulated billboard's middle section.In the original image, Gujarat AAP president Gopal Italia appears on the left. He does not have a beard and can be seen wearing a different cap to the man pictured in the doctored image.The AAP debunked the manipulated billboard image in a Facebook post here. Screenshot of the post made by AAP on July 12, 2021. The post's caption reads: ""Another Fake News BustedRise of AAP in Gujarat is giving sleepless nights to BJP.""",,Image of Indian political party's billboard doctored to include pro-Muslim message,,,,,,
51,3,1,5,Misleading,Multiple sources,2021-07-26,,factcheck_afp,,https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9FL9QQ-1,Boxer-turned-senator Manny Pacquiao took only three months to finish his bachelor’s degree,2021-06-24,factcheck_afp,,"Social media posts in the Philippines claim boxer-turned-senator Manny Pacquiao earned his university diploma in only three months, suggesting his degree was fraudulently conferred. The posts are misleading: an official from the University of Makati, where Pacquiao obtained a political science degree, said he finished the diploma in 16 months and that his government experience counted as academic credit. The misleading posts also misrepresent images related to Pacquiao's university attendance.""If only it was like this for everyone,"" reads a Tagalog-language tweet posted on June 24, 2021.The tweet features an illustration which claims Pacquiao enrolled at the University of Makati in September 2019 and then graduated three months later in December 2019.  Screenshot of misleading post taken on July 21, 2021Similar posts were shared on Facebook here, here and here.The posts prompted accusations from social media users that Pacquiao's degree was fraudulently conferred.""Bachelor of Science in most courses is 4 to 5 years schooling. . . . seems Pacquiao earned his degree by magic or in a diploma mill,"" one person commented.The post emerged following a public skirmish between Pacquiao and President Rodrigo Duterte over the latter's handling of the South China Sea dispute with Beijing.Until recently, Pacquiao was a high-profile backer of Duterte and his controversial drug war, which International Criminal Court prosecutors want to investigate for the alleged unlawful killing of possibly tens of thousands of people.However, the posts claiming Pacquiao earned his degree in three months are misleading.University degreeA spokesman for the University of Makati said that Pacquiao took a 16-month degree in political studies.""Per the certificate of registration from our registrar's office, [he enrolled in] July 2018,"" Elyxzur Ramos, vice president for academic affairs at the University of Makati, told AFP.""He took the modular program for 16 months, until November 2019. He graduated from this university in December [2019], which was our mid-year graduation.""The senator enrolled in the university’s College of Continuing, Advanced and Professional Studies, where degrees count certain professional experience as academic credit, Ramos said.The political science degree that Pacquiao earned was designed for qualified Philippine government officials and can be completed in between six and 22 months, he added.The degree programme's launch in 2011 was reported by local media here and here; and announced on this local government website.Misrepresented imagesFurthermore, the images shared in the social media posts have been taken out of context.Reverse image searches and keyword searches found the first image was posted on Pacquiao’s official Facebook account on September 6, 2019.However, it does not indicate that the senator had only just enrolled, as the posts claim.""Never stop learning because life never stops teaching,"" the Facebook post reads. The second image, which shows Pacquiao's graduation, was taken from this report by broadcaster ABS-CBN on December 11, 2019.""Senator Manny Pacquiao with his family during his graduation from the course Bachelor of Arts in Political Science at the University of Makati this Wednesday,” the image's Tagalog-language caption reads.",,Social media posts mislead on boxer-turned-senator Manny Pacquiao's university degree,,,,,,
